Entry, Tail, Size, Date,Resolution,Height,Width,Depth
EMD-11026,emd_11026_half_map_1.map.gz,147829721,2020-10-24,3.36,360.0,360.0,360.0
EMD-11026,emd_11026_half_map_2.map.gz,147911007,2020-10-24,3.36,360.0,360.0,360.0
EMD-11032,emd_11032_half_map_1.map.gz,539386318,2020-06-15,3.7,550.0,550.0,550.0
EMD-11032,emd_11032_half_map_2.map.gz,537747114,2020-06-15,3.7,550.0,550.0,550.0
EMD-11033,emd_11033_half_map_1.map.gz,538089638,2020-07-13,3.4,550.0,550.0,550.0
EMD-11033,emd_11033_half_map_2.map.gz,534992601,2020-07-13,3.4,550.0,550.0,550.0
EMD-11034,emd_11034_half_map_1.map.gz,534873205,2020-07-13,3.6,550.0,550.0,550.0
EMD-11034,emd_11034_half_map_2.map.gz,537692293,2020-07-13,3.6,550.0,550.0,550.0
EMD-11035,emd_11035_half_map_1.map.gz,537902080,2020-07-13,3.6,550.0,550.0,550.0
EMD-11035,emd_11035_half_map_2.map.gz,536058440,2020-07-13,3.6,550.0,550.0,550.0
EMD-11036,emd_11036_half_map_1.map.gz,535336913,2020-07-13,3.5,550.0,550.0,550.0
EMD-11036,emd_11036_half_map_2.map.gz,535564470,2020-07-13,3.5,550.0,550.0,550.0
EMD-11037,emd_11037_half_map_1.map.gz,536133021,2020-07-13,3.3,550.0,550.0,550.0
EMD-11037,emd_11037_half_map_2.map.gz,536554684,2020-07-13,3.3,550.0,550.0,550.0
EMD-11038,emd_11038_half_map_1.map.gz,535979400,2020-07-13,3.6,550.0,550.0,550.0
EMD-11038,emd_11038_half_map_2.map.gz,536554876,2020-07-13,3.6,550.0,550.0,550.0
EMD-11039,emd_11039_half_map_1.map.gz,404125803,2020-09-02,3.29,500.0,500.0,500.0
EMD-11039,emd_11039_half_map_2.map.gz,404289995,2020-09-02,3.29,500.0,500.0,500.0
EMD-11040,emd_11040_half_map_1.map.gz,404369033,2020-09-02,3.47,500.0,500.0,500.0
EMD-11040,emd_11040_half_map_2.map.gz,404564604,2020-09-02,3.47,500.0,500.0,500.0
EMD-11041,emd_11041_half_map_1.map.gz,201883162,2020-06-30,4.0,400.0,400.0,400.0
EMD-11041,emd_11041_half_map_2.map.gz,201687301,2020-06-30,4.0,400.0,400.0,400.0
EMD-11042,emd_11042_half_map_1.map.gz,201727232,2020-06-30,4.5,400.0,400.0,400.0
EMD-11042,emd_11042_half_map_2.map.gz,201444548,2020-06-30,4.5,400.0,400.0,400.0
EMD-11053,emd_11053_half_map_1.map.gz,2895097,2020-09-24,8.6,100.0,100.0,100.0
EMD-11053,emd_11053_half_map_2.map.gz,2892710,2020-09-24,8.6,100.0,100.0,100.0
EMD-11058,emd_11058_half_map_1.map.gz,41740289,2020-06-06,6.4,224.0,224.0,224.0
EMD-11058,emd_11058_half_map_2.map.gz,41740342,2020-06-06,6.4,224.0,224.0,224.0
EMD-11064,emd_11064_half_map_1.map.gz,235711514,2020-07-13,2.69,420.0,420.0,420.0
EMD-11064,emd_11064_half_map_2.map.gz,235707824,2020-07-13,2.69,420.0,420.0,420.0
EMD-11066,emd_11066_half_map_1.map.gz,42743366,2020-10-27,3.51,240.0,240.0,240.0
EMD-11066,emd_11066_half_map_2.map.gz,42821799,2020-10-27,3.51,240.0,240.0,240.0
EMD-11067,emd_11067_half_map_1.map.gz,1579058,2021-01-04,3.19,240.0,240.0,240.0
EMD-11067,emd_11067_half_map_2.map.gz,1575167,2021-01-04,3.19,240.0,240.0,240.0
EMD-11069,emd_11069_half_map_1.map.gz,162124097,2020-11-30,6.3,352.0,352.0,352.0
EMD-11069,emd_11069_half_map_2.map.gz,162124233,2020-11-30,6.3,352.0,352.0,352.0
EMD-11070,emd_11070_half_map_1.map.gz,1765147,2020-12-21,9.0,384.0,384.0,384.0
EMD-11070,emd_11070_half_map_2.map.gz,1764820,2020-12-21,9.0,384.0,384.0,384.0
EMD-11077,emd_11077_half_map_1.map.gz,6227437,2020-11-23,8.0,120.0,120.0,120.0
EMD-11077,emd_11077_half_map_2.map.gz,6402546,2020-11-23,8.0,120.0,120.0,120.0
EMD-11078,emd_11078_half_map_1.map.gz,6391458,2020-10-08,8.0,120.0,120.0,120.0
EMD-11078,emd_11078_half_map_2.map.gz,6394226,2020-10-08,8.0,120.0,120.0,120.0
EMD-11103,emd_11103_half_map_1.map.gz,685536973,2020-06-16,1.25,480.0,480.0,480.0
EMD-11103,emd_11103_half_map_2.map.gz,685517727,2020-06-16,1.25,480.0,480.0,480.0
EMD-11108,emd_11108_half_map_1.map.gz,2654954341,2021-02-03,3.77,900.0,900.0,900.0
EMD-11108,emd_11108_half_map_2.map.gz,2654608064,2021-02-03,3.77,900.0,900.0,900.0
EMD-11109,emd_11109_half_map_1.map.gz,47524440,2021-02-03,2.99,250.0,250.0,250.0
EMD-11109,emd_11109_half_map_2.map.gz,47524875,2021-02-03,2.99,250.0,250.0,250.0
EMD-11110,emd_11110_half_map_1.map.gz,24317625,2021-02-03,3.35,200.0,200.0,200.0
EMD-11110,emd_11110_half_map_2.map.gz,24317646,2021-02-03,3.35,200.0,200.0,200.0
EMD-11111,emd_11111_half_map_1.map.gz,6077476838,2021-02-03,5.0,1230.0,1230.0,1230.0
EMD-11111,emd_11111_half_map_2.map.gz,6088234076,2021-02-03,5.0,1230.0,1230.0,1230.0
EMD-11112,emd_11112_half_map_1.map.gz,15504404,2020-11-17,3.8,172.0,172.0,172.0
EMD-11112,emd_11112_half_map_2.map.gz,15526845,2020-11-17,3.8,172.0,172.0,172.0
EMD-11121,emd_11121_half_map_1.map.gz,689251578,2020-06-16,1.55,480.0,480.0,480.0
EMD-11121,emd_11121_half_map_2.map.gz,688698429,2020-06-16,1.55,480.0,480.0,480.0
EMD-11122,emd_11122_half_map_1.map.gz,217082090,2020-06-16,1.56,480.0,480.0,480.0
EMD-11122,emd_11122_half_map_2.map.gz,217072555,2020-06-16,1.56,480.0,480.0,480.0
EMD-11129,emd_11129_half_map_1.map.gz,283621,2020-08-24,15.6,80.0,80.0,80.0
EMD-11129,emd_11129_half_map_2.map.gz,256950,2020-08-24,15.6,80.0,80.0,80.0
EMD-11131,emd_11131_half_map_1.map.gz,277333,2020-07-04,17.3,80.0,80.0,80.0
EMD-11131,emd_11131_half_map_2.map.gz,275485,2020-07-04,17.3,80.0,80.0,80.0
EMD-11133,emd_11133_half_map_1.map.gz,307420,2020-08-24,16.6,80.0,80.0,80.0
EMD-11133,emd_11133_half_map_2.map.gz,319764,2020-08-24,16.6,80.0,80.0,80.0
EMD-11135,emd_11135_half_map_1.map.gz,281727,2020-08-24,15.9,80.0,80.0,80.0
EMD-11135,emd_11135_half_map_2.map.gz,265917,2020-08-24,15.9,80.0,80.0,80.0
EMD-11144,emd_11144_half_map_1.map.gz,32893834,2020-09-24,3.03,220.0,220.0,220.0
EMD-11144,emd_11144_half_map_2.map.gz,32894929,2020-09-24,3.03,220.0,220.0,220.0
EMD-11145,emd_11145_half_map_1.map.gz,32873371,2020-09-24,2.85,220.0,220.0,220.0
EMD-11145,emd_11145_half_map_2.map.gz,32876233,2020-09-24,2.85,220.0,220.0,220.0
EMD-11146,emd_11146_half_map_1.map.gz,32835316,2020-11-09,3.55,220.0,220.0,220.0
EMD-11146,emd_11146_half_map_2.map.gz,32838746,2020-11-09,3.55,220.0,220.0,220.0
EMD-11149,emd_11149_half_map_1.map.gz,400794056,2020-09-02,3.61,500.0,500.0,500.0
EMD-11149,emd_11149_half_map_2.map.gz,400792094,2020-09-02,3.61,500.0,500.0,500.0
EMD-11160,emd_11160_half_map_1.map.gz,147621441,2020-10-01,5.3,360.0,360.0,360.0
EMD-11160,emd_11160_half_map_2.map.gz,147696410,2020-10-01,5.3,360.0,360.0,360.0
EMD-11172,emd_11172_half_map_1.map.gz,10173712,2020-11-12,4.6,150.0,150.0,150.0
EMD-11172,emd_11172_half_map_2.map.gz,10176218,2020-11-12,4.6,150.0,150.0,150.0
EMD-11176,emd_11176_half_map_1.map.gz,10368719,2020-08-10,5.8,144.0,144.0,144.0
EMD-11176,emd_11176_half_map_2.map.gz,10362131,2020-08-10,5.8,144.0,144.0,144.0
EMD-11185,emd_11185_half_map_1.map.gz,295460296,2020-10-15,3.24,430.0,430.0,430.0
EMD-11185,emd_11185_half_map_2.map.gz,295463039,2020-10-15,3.24,430.0,430.0,430.0
EMD-11195,emd_11195_half_map_1.map.gz,401872373,2020-09-03,3.49,500.0,500.0,500.0
EMD-11195,emd_11195_half_map_2.map.gz,401851192,2020-09-03,3.49,500.0,500.0,500.0
EMD-11196,emd_11196_half_map_1.map.gz,401895631,2020-09-02,3.49,500.0,500.0,500.0
EMD-11196,emd_11196_half_map_2.map.gz,401886472,2020-09-02,3.49,500.0,500.0,500.0
EMD-11203,emd_11203_half_map_1.map.gz,237611868,2020-09-10,2.6,400.0,400.0,400.0
EMD-11203,emd_11203_half_map_2.map.gz,237613408,2020-09-10,2.6,400.0,400.0,400.0
EMD-11204,emd_11204_half_map_1.map.gz,237669409,2020-09-10,3.1,400.0,400.0,400.0
EMD-11204,emd_11204_half_map_2.map.gz,237659268,2020-09-10,3.1,400.0,400.0,400.0
EMD-11205,emd_11205_half_map_1.map.gz,237252437,2020-09-10,3.8,400.0,400.0,400.0
EMD-11205,emd_11205_half_map_2.map.gz,237255431,2020-09-10,3.8,400.0,400.0,400.0
EMD-11206,emd_11206_half_map_1.map.gz,202752415,2020-09-10,6.8,400.0,400.0,400.0
EMD-11206,emd_11206_half_map_2.map.gz,203208816,2020-09-10,6.8,400.0,400.0,400.0
EMD-11207,emd_11207_half_map_1.map.gz,237870429,2020-09-10,2.9,400.0,400.0,400.0
EMD-11207,emd_11207_half_map_2.map.gz,237870380,2020-09-10,2.9,400.0,400.0,400.0
EMD-11211,emd_11211_half_map_1.map.gz,294814892,2020-10-15,3.92,430.0,430.0,430.0
EMD-11211,emd_11211_half_map_2.map.gz,294811822,2020-10-15,3.92,430.0,430.0,430.0
EMD-11212,emd_11212_half_map_1.map.gz,52027171,2020-08-20,3.2,256.0,256.0,256.0
EMD-11212,emd_11212_half_map_2.map.gz,52026928,2020-08-20,3.2,256.0,256.0,256.0
EMD-11213,emd_11213_half_map_1.map.gz,294999653,2020-10-15,3.62,430.0,430.0,430.0
EMD-11213,emd_11213_half_map_2.map.gz,295001193,2020-10-15,3.62,430.0,430.0,430.0
EMD-11215,emd_11215_half_map_1.map.gz,121690312,2020-10-15,3.93,320.0,320.0,320.0
EMD-11215,emd_11215_half_map_2.map.gz,121688630,2020-10-15,3.93,320.0,320.0,320.0
EMD-11216,emd_11216_half_map_1.map.gz,145741185,2020-10-15,4.14,340.0,340.0,340.0
EMD-11216,emd_11216_half_map_2.map.gz,145740587,2020-10-15,4.14,340.0,340.0,340.0
EMD-11217,emd_11217_half_map_1.map.gz,146045888,2020-10-15,3.91,340.0,340.0,340.0
EMD-11217,emd_11217_half_map_2.map.gz,146042744,2020-10-15,3.91,340.0,340.0,340.0
EMD-11219,emd_11219_half_map_1.map.gz,652523772,2020-10-15,7.24,560.0,560.0,560.0
EMD-11219,emd_11219_half_map_2.map.gz,652520401,2020-10-15,7.24,560.0,560.0,560.0
EMD-11220,emd_11220_half_map_1.map.gz,84906800,2020-12-16,2.5,300.0,300.0,300.0
EMD-11220,emd_11220_half_map_2.map.gz,84907149,2020-12-16,2.5,300.0,300.0,300.0
EMD-11221,emd_11221_half_map_1.map.gz,84825858,2020-12-16,3.0,300.0,300.0,300.0
EMD-11221,emd_11221_half_map_2.map.gz,84845870,2020-12-16,3.0,300.0,300.0,300.0
EMD-11227,emd_11227_half_map_1.map.gz,402134052,2020-09-02,3.66,500.0,500.0,500.0
EMD-11227,emd_11227_half_map_2.map.gz,402186118,2020-09-02,3.66,500.0,500.0,500.0
EMD-11228,emd_11228_half_map_1.map.gz,401111431,2020-09-03,4.33,500.0,500.0,500.0
EMD-11228,emd_11228_half_map_2.map.gz,401358455,2020-09-03,4.33,500.0,500.0,500.0
EMD-11229,emd_11229_half_map_1.map.gz,401057294,2020-09-02,3.49,500.0,500.0,500.0
EMD-11229,emd_11229_half_map_2.map.gz,400923362,2020-09-02,3.49,500.0,500.0,500.0
EMD-11230,emd_11230_half_map_1.map.gz,400942462,2020-09-02,6.02,500.0,500.0,500.0
EMD-11230,emd_11230_half_map_2.map.gz,400431393,2020-09-02,6.02,500.0,500.0,500.0
EMD-11233,emd_11233_half_map_1.map.gz,330105991,2020-12-15,2.0,470.0,470.0,470.0
EMD-11233,emd_11233_half_map_2.map.gz,330148767,2020-12-15,2.0,470.0,470.0,470.0
EMD-11236,emd_11236_half_map_1.map.gz,3950279,2020-10-08,11.4,108.0,108.0,108.0
EMD-11236,emd_11236_half_map_2.map.gz,3950613,2020-10-08,11.4,108.0,108.0,108.0
EMD-11266,emd_11266_half_map_1.map.gz,101570952,2020-12-10,4.1,320.0,320.0,320.0
EMD-11266,emd_11266_half_map_2.map.gz,101555031,2020-12-10,4.1,320.0,320.0,320.0
EMD-11267,emd_11267_half_map_1.map.gz,102417840,2020-12-10,4.4,320.0,320.0,320.0
EMD-11267,emd_11267_half_map_2.map.gz,102384883,2020-12-10,4.4,320.0,320.0,320.0
EMD-11268,emd_11268_half_map_1.map.gz,102370087,2020-09-17,4.3,320.0,320.0,320.0
EMD-11268,emd_11268_half_map_2.map.gz,102376063,2020-09-17,4.3,320.0,320.0,320.0
EMD-11269,emd_11269_half_map_1.map.gz,178310675,2020-12-10,4.4,384.0,384.0,384.0
EMD-11269,emd_11269_half_map_2.map.gz,178707747,2020-12-10,4.4,384.0,384.0,384.0
EMD-11270,emd_11270_half_map_1.map.gz,179340624,2020-09-17,2.9,384.0,384.0,384.0
EMD-11270,emd_11270_half_map_2.map.gz,179267287,2020-09-17,2.9,384.0,384.0,384.0
EMD-11278,emd_11278_half_map_1.map.gz,509794653,2021-01-06,2.89,540.0,540.0,540.0
EMD-11278,emd_11278_half_map_2.map.gz,509806349,2021-01-06,2.89,540.0,540.0,540.0
EMD-11279,emd_11279_half_map_1.map.gz,510105924,2021-01-06,2.59,540.0,540.0,540.0
EMD-11279,emd_11279_half_map_2.map.gz,510100004,2021-01-06,2.59,540.0,540.0,540.0
EMD-11293,emd_11293_half_map_1.map.gz,222334214,2020-07-28,3.4,528.0,528.0,528.0
EMD-11293,emd_11293_half_map_2.map.gz,222322697,2020-07-28,3.4,528.0,528.0,528.0
EMD-11302,emd_11302_half_map_1.map.gz,402868217,2020-09-14,3.7,500.0,500.0,500.0
EMD-11302,emd_11302_half_map_2.map.gz,403077815,2020-09-14,3.7,500.0,500.0,500.0
EMD-11313,emd_11313_half_map_1.map.gz,256802501,2020-07-20,3.8,432.0,432.0,432.0
EMD-11313,emd_11313_half_map_2.map.gz,256821164,2020-07-20,3.8,432.0,432.0,432.0
EMD-11314,emd_11314_half_map_1.map.gz,255875951,2020-07-20,3.8,432.0,432.0,432.0
EMD-11314,emd_11314_half_map_2.map.gz,255849922,2020-07-20,3.8,432.0,432.0,432.0
EMD-11315,emd_11315_half_map_1.map.gz,54301005,2020-07-20,4.05,432.0,432.0,432.0
EMD-11315,emd_11315_half_map_2.map.gz,54313151,2020-07-20,4.05,432.0,432.0,432.0
EMD-11316,emd_11316_half_map_1.map.gz,256672634,2020-07-20,4.63,432.0,432.0,432.0
EMD-11316,emd_11316_half_map_2.map.gz,256653045,2020-07-20,4.63,432.0,432.0,432.0
EMD-11317,emd_11317_half_map_1.map.gz,54243793,2020-07-20,4.1,260.0,260.0,260.0
EMD-11317,emd_11317_half_map_2.map.gz,54233556,2020-07-20,4.1,260.0,260.0,260.0
EMD-11318,emd_11318_half_map_1.map.gz,54418520,2020-07-20,4.5,260.0,260.0,260.0
EMD-11318,emd_11318_half_map_2.map.gz,54359175,2020-07-20,4.5,260.0,260.0,260.0
EMD-11319,emd_11319_half_map_1.map.gz,54640108,2020-07-20,6.8,260.0,260.0,260.0
EMD-11319,emd_11319_half_map_2.map.gz,54694864,2020-07-20,6.8,260.0,260.0,260.0
EMD-11321,emd_11321_half_map_1.map.gz,651824304,2020-07-22,2.8,560.0,560.0,560.0
EMD-11321,emd_11321_half_map_2.map.gz,651822922,2020-07-22,2.8,560.0,560.0,560.0
EMD-11322,emd_11322_half_map_1.map.gz,651823283,2020-07-15,2.8,560.0,560.0,560.0
EMD-11322,emd_11322_half_map_2.map.gz,651819905,2020-07-15,2.8,560.0,560.0,560.0
EMD-11323,emd_11323_half_map_1.map.gz,203896678,2021-02-03,4.1,400.0,400.0,400.0
EMD-11323,emd_11323_half_map_2.map.gz,203434940,2021-02-03,4.1,400.0,400.0,400.0
EMD-11327,emd_11327_half_map_1.map.gz,6290467,2020-11-24,17.0,128.0,128.0,128.0
EMD-11327,emd_11327_half_map_2.map.gz,6286678,2020-11-24,17.0,128.0,128.0,128.0
EMD-11328,emd_11328_half_map_1.map.gz,237332577,2020-07-22,3.0,432.0,432.0,432.0
EMD-11328,emd_11328_half_map_2.map.gz,237345401,2020-07-22,3.0,432.0,432.0,432.0
EMD-11336,emd_11336_half_map_1.map.gz,228881749,2020-07-22,3.1,432.0,432.0,432.0
EMD-11336,emd_11336_half_map_2.map.gz,228990001,2020-07-22,3.1,432.0,432.0,432.0
EMD-11337,emd_11337_half_map_1.map.gz,235405154,2020-07-22,3.3,432.0,432.0,432.0
EMD-11337,emd_11337_half_map_2.map.gz,236791820,2020-07-22,3.3,432.0,432.0,432.0
EMD-11341,emd_11341_half_map_1.map.gz,229164734,2020-07-22,2.9,432.0,432.0,432.0
EMD-11341,emd_11341_half_map_2.map.gz,229154630,2020-07-22,2.9,432.0,432.0,432.0
EMD-11347,emd_11347_half_map_1.map.gz,7765819,2020-11-30,5.4,128.0,128.0,128.0
EMD-11347,emd_11347_half_map_2.map.gz,7766233,2020-11-30,5.4,128.0,128.0,128.0
EMD-11364,emd_11364_half_map_1.map.gz,8081619,2021-01-12,3.8,140.0,140.0,140.0
EMD-11364,emd_11364_half_map_2.map.gz,8081279,2021-01-12,3.8,140.0,140.0,140.0
EMD-11366,emd_11366_half_map_1.map.gz,8043861,2021-01-12,4.2,140.0,140.0,140.0
EMD-11366,emd_11366_half_map_2.map.gz,8050212,2021-01-12,4.2,140.0,140.0,140.0
EMD-11370,emd_11370_half_map_1.map.gz,1650996010,2021-01-12,3.1,800.0,800.0,800.0
EMD-11370,emd_11370_half_map_2.map.gz,1650563822,2021-01-12,3.1,800.0,800.0,800.0
EMD-11371,emd_11371_half_map_1.map.gz,873394397,2021-01-12,2.6,650.0,650.0,650.0
EMD-11371,emd_11371_half_map_2.map.gz,873482950,2021-01-12,2.6,650.0,650.0,650.0
EMD-11372,emd_11372_half_map_1.map.gz,202128732,2021-01-12,7.8,400.0,400.0,400.0
EMD-11372,emd_11372_half_map_2.map.gz,201813229,2021-01-12,7.8,400.0,400.0,400.0
EMD-11377,emd_11377_half_map_1.map.gz,291576177,2020-10-14,3.1,450.0,450.0,450.0
EMD-11377,emd_11377_half_map_2.map.gz,291370989,2020-10-14,3.1,450.0,450.0,450.0
EMD-11380,emd_11380_half_map_1.map.gz,24497784,2020-09-24,3.6,200.0,200.0,200.0
EMD-11380,emd_11380_half_map_2.map.gz,24499055,2020-09-24,3.6,200.0,200.0,200.0
EMD-11383,emd_11383_half_map_1.map.gz,84567437,2020-09-24,4.0,300.0,300.0,300.0
EMD-11383,emd_11383_half_map_2.map.gz,84692834,2020-09-24,4.0,300.0,300.0,300.0
EMD-11384,emd_11384_half_map_1.map.gz,7794957,2020-11-17,25.0,128.0,128.0,128.0
EMD-11384,emd_11384_half_map_2.map.gz,7795042,2020-11-17,25.0,128.0,128.0,128.0
EMD-11385,emd_11385_half_map_1.map.gz,7794928,2020-11-17,16.0,128.0,128.0,128.0
EMD-11385,emd_11385_half_map_2.map.gz,7795900,2020-11-17,16.0,128.0,128.0,128.0
EMD-11386,emd_11386_half_map_1.map.gz,7795125,2021-01-19,46.0,128.0,128.0,128.0
EMD-11386,emd_11386_half_map_2.map.gz,7793838,2021-01-19,46.0,128.0,128.0,128.0
EMD-11388,emd_11388_half_map_1.map.gz,121818223,2020-08-27,3.5,320.0,320.0,320.0
EMD-11388,emd_11388_half_map_2.map.gz,121819884,2020-08-27,3.5,320.0,320.0,320.0
EMD-11403,emd_11403_half_map_1.map.gz,3710444,2021-01-11,22.0,100.0,100.0,100.0
EMD-11403,emd_11403_half_map_2.map.gz,3710705,2021-01-11,22.0,100.0,100.0,100.0
EMD-11418,emd_11418_half_map_1.map.gz,855608060,2020-09-09,3.4,640.0,640.0,640.0
EMD-11418,emd_11418_half_map_2.map.gz,857202031,2020-09-09,3.4,640.0,640.0,640.0
EMD-11419,emd_11419_half_map_1.map.gz,266766197,2020-09-09,3.5,512.0,512.0,512.0
EMD-11419,emd_11419_half_map_2.map.gz,265959548,2020-09-09,3.5,512.0,512.0,512.0
EMD-11420,emd_11420_half_map_1.map.gz,535520259,2020-09-09,3.3,640.0,640.0,640.0
EMD-11420,emd_11420_half_map_2.map.gz,535656745,2020-09-09,3.3,640.0,640.0,640.0
EMD-11421,emd_11421_half_map_1.map.gz,230715938,2020-09-09,3.9,416.0,416.0,416.0
EMD-11421,emd_11421_half_map_2.map.gz,230691809,2020-09-09,3.9,416.0,416.0,416.0
EMD-11422,emd_11422_half_map_1.map.gz,454654355,2020-09-15,3.0,520.0,520.0,520.0
EMD-11422,emd_11422_half_map_2.map.gz,456259696,2020-09-15,3.0,520.0,520.0,520.0
EMD-11423,emd_11423_half_map_1.map.gz,454654355,2020-09-09,3.0,520.0,520.0,520.0
EMD-11423,emd_11423_half_map_2.map.gz,456259696,2020-09-09,3.0,520.0,520.0,520.0
EMD-11424,emd_11424_half_map_1.map.gz,292728036,2020-10-14,3.0,450.0,450.0,450.0
EMD-11424,emd_11424_half_map_2.map.gz,292739808,2020-10-14,3.0,450.0,450.0,450.0
EMD-11425,emd_11425_half_map_1.map.gz,292739704,2020-10-20,3.0,450.0,450.0,450.0
EMD-11425,emd_11425_half_map_2.map.gz,292523122,2020-10-20,3.0,450.0,450.0,450.0
EMD-11426,emd_11426_half_map_1.map.gz,456259696,2020-09-09,3.0,520.0,520.0,520.0
EMD-11426,emd_11426_half_map_2.map.gz,454654355,2020-09-09,3.0,520.0,520.0,520.0
EMD-11428,emd_11428_half_map_1.map.gz,402711313,2021-01-25,9.2,500.0,500.0,500.0
EMD-11428,emd_11428_half_map_2.map.gz,403038019,2021-01-25,9.2,500.0,500.0,500.0
EMD-11429,emd_11429_half_map_1.map.gz,403260948,2021-01-25,11.9,500.0,500.0,500.0
EMD-11429,emd_11429_half_map_2.map.gz,402980942,2021-01-25,11.9,500.0,500.0,500.0
EMD-11430,emd_11430_half_map_1.map.gz,403847211,2021-01-25,9.0,500.0,500.0,500.0
EMD-11430,emd_11430_half_map_2.map.gz,402775723,2021-01-25,9.0,500.0,500.0,500.0
EMD-11431,emd_11431_half_map_1.map.gz,403289461,2021-01-25,9.4,500.0,500.0,500.0
EMD-11431,emd_11431_half_map_2.map.gz,402708037,2021-01-25,9.4,500.0,500.0,500.0
EMD-11432,emd_11432_half_map_1.map.gz,403370706,2021-01-25,8.5,500.0,500.0,500.0
EMD-11432,emd_11432_half_map_2.map.gz,403434503,2021-01-25,8.5,500.0,500.0,500.0
EMD-11433,emd_11433_half_map_1.map.gz,402678590,2021-01-25,10.7,500.0,500.0,500.0
EMD-11433,emd_11433_half_map_2.map.gz,402530780,2021-01-25,10.7,500.0,500.0,500.0
EMD-11434,emd_11434_half_map_1.map.gz,403118119,2021-01-25,9.7,500.0,500.0,500.0
EMD-11434,emd_11434_half_map_2.map.gz,402396904,2021-01-25,9.7,500.0,500.0,500.0
EMD-11435,emd_11435_half_map_1.map.gz,403189901,2021-01-25,11.4,500.0,500.0,500.0
EMD-11435,emd_11435_half_map_2.map.gz,402460027,2021-01-25,11.4,500.0,500.0,500.0
EMD-11436,emd_11436_half_map_1.map.gz,403300680,2021-01-25,13.1,500.0,500.0,500.0
EMD-11436,emd_11436_half_map_2.map.gz,403382619,2021-01-25,13.1,500.0,500.0,500.0
EMD-11437,emd_11437_half_map_1.map.gz,228404943,2020-10-28,2.9,400.0,400.0,400.0
EMD-11437,emd_11437_half_map_2.map.gz,228401429,2020-10-28,2.9,400.0,400.0,400.0
EMD-11439,emd_11439_half_map_1.map.gz,147926927,2020-10-19,6.2,360.0,360.0,360.0
EMD-11439,emd_11439_half_map_2.map.gz,147637724,2020-10-19,6.2,360.0,360.0,360.0
EMD-11456,emd_11456_half_map_1.map.gz,202321655,2020-08-13,2.9,400.0,400.0,400.0
EMD-11456,emd_11456_half_map_2.map.gz,202300530,2020-08-13,2.9,400.0,400.0,400.0
EMD-11457,emd_11457_half_map_1.map.gz,203164832,2020-09-02,3.0,400.0,400.0,400.0
EMD-11457,emd_11457_half_map_2.map.gz,203125950,2020-09-02,3.0,400.0,400.0,400.0
EMD-11471,emd_11471_half_map_1.map.gz,24330562,2020-08-27,4.7,320.0,320.0,320.0
EMD-11471,emd_11471_half_map_2.map.gz,24330727,2020-08-27,4.7,320.0,320.0,320.0
EMD-11488,emd_11488_half_map_1.map.gz,121792832,2020-11-09,3.2,320.0,320.0,320.0
EMD-11488,emd_11488_half_map_2.map.gz,121794129,2020-11-09,3.2,320.0,320.0,320.0
EMD-11489,emd_11489_half_map_1.map.gz,121816125,2020-11-09,4.1,320.0,320.0,320.0
EMD-11489,emd_11489_half_map_2.map.gz,121816643,2020-11-09,4.1,320.0,320.0,320.0
EMD-11490,emd_11490_half_map_1.map.gz,121461440,2020-11-09,5.2,320.0,320.0,320.0
EMD-11490,emd_11490_half_map_2.map.gz,121461605,2020-11-09,5.2,320.0,320.0,320.0
EMD-11491,emd_11491_half_map_1.map.gz,121771471,2020-11-09,8.5,320.0,320.0,320.0
EMD-11491,emd_11491_half_map_2.map.gz,121777631,2020-11-09,8.5,320.0,320.0,320.0
EMD-11492,emd_11492_half_map_1.map.gz,121796854,2020-11-09,3.0,320.0,320.0,320.0
EMD-11492,emd_11492_half_map_2.map.gz,121797282,2020-11-09,3.0,320.0,320.0,320.0
EMD-11493,emd_11493_half_map_1.map.gz,6322960,2020-12-21,7.7,128.0,128.0,128.0
EMD-11493,emd_11493_half_map_2.map.gz,6313798,2020-12-21,7.7,128.0,128.0,128.0
EMD-11494,emd_11494_half_map_1.map.gz,6326133,2020-12-21,8.6,128.0,128.0,128.0
EMD-11494,emd_11494_half_map_2.map.gz,6327869,2020-12-21,8.6,128.0,128.0,128.0
EMD-11495,emd_11495_half_map_1.map.gz,6321946,2020-12-21,8.6,128.0,128.0,128.0
EMD-11495,emd_11495_half_map_2.map.gz,6315470,2020-12-21,8.6,128.0,128.0,128.0
EMD-11496,emd_11496_half_map_1.map.gz,6328996,2020-12-21,9.9,128.0,128.0,128.0
EMD-11496,emd_11496_half_map_2.map.gz,6330448,2020-12-21,9.9,128.0,128.0,128.0
EMD-11497,emd_11497_half_map_1.map.gz,52052035,2020-07-30,3.5,256.0,256.0,256.0
EMD-11497,emd_11497_half_map_2.map.gz,52124998,2020-07-30,3.5,256.0,256.0,256.0
EMD-11498,emd_11498_half_map_1.map.gz,52209654,2020-12-21,4.1,256.0,256.0,256.0
EMD-11498,emd_11498_half_map_2.map.gz,52205357,2020-12-21,4.1,256.0,256.0,256.0
EMD-11517,emd_11517_half_map_1.map.gz,148001387,2020-11-23,3.2,360.0,360.0,360.0
EMD-11517,emd_11517_half_map_2.map.gz,148125623,2020-11-23,3.2,360.0,360.0,360.0
EMD-11518,emd_11518_half_map_1.map.gz,147815551,2020-11-23,3.0,360.0,360.0,360.0
